Query   Time(s)    Peers-Reached     QueryHits     Average-Component-Size     Number-of-Components       Diameter        Number-of-Documents      Peers-Online
498  697.999    1    0    2.42857142857    10.0    3    523    14.0
499  698.575    5    50    2.42857142857    10.0    3    523    14.0
500  700.465    1    0    2.42857142857    10.0    3    523    14.0
501  701.115    1    0    2.42857142857    10.0    3    523    14.0
502  704.586    5    0    2.42857142857    10.0    3    523    14.0
503  704.676    1    0    2.42857142857    10.0    3    523    14.0
504  704.837    1    0    2.42857142857    10.0    3    523    14.0
505  705.205    1    0    2.42857142857    10.0    3    523    14.0
506  705.731    1    0    2.42857142857    10.0    3    523    14.0
507  706.029    5    0    2.42857142857    10.0    3    523    14.0
508  707.453    1    0    2.42857142857    10.0    3    523    14.0
509  707.512    5    0    2.42857142857    10.0    3    523    14.0
510  707.598    1    1    2.42857142857    10.0    3    523    14.0
511  707.985    5    48    2.42857142857    10.0    3    523    14.0
512  707.999    1    0    2.42857142857    10.0    3    523    14.0
513  708.575    5    48    2.42857142857    10.0    3    523    14.0
514  710.465    1    0    2.42857142857    10.0    3    523    14.0
515  711.115    1    0    2.42857142857    10.0    3    523    14.0
516  714.586    5    0    2.42857142857    10.0    3    523    14.0
517  714.676    1    0    2.42857142857    10.0    3    523    14.0
518  714.837    1    0    2.42857142857    10.0    3    523    14.0
519  715.205    1    0    2.42857142857    10.0    3    523    14.0
520  715.731    1    0    2.42857142857    10.0    3    523    14.0
521  716.029    5    0    2.42857142857    10.0    3    523    14.0
522  717.453    1    0    2.42857142857    10.0    3    523    14.0
523  717.512    5    0    2.42857142857    10.0    3    523    14.0
524  717.598    1    0    2.42857142857    10.0    3    523    14.0
525  717.985    5    50    2.42857142857    10.0    3    523    14.0
526  717.999    1    0    2.42857142857    10.0    3    524    14.0
527  718.575    5    1    2.42857142857    10.0    3    524    14.0
528  720.465    1    0    2.42857142857    10.0    3    524    14.0
529  721.115    1    0    2.42857142857    10.0    3    524    14.0
530  724.586    5    1    2.42857142857    10.0    3    524    14.0
531  724.676    1    1    2.42857142857    10.0    3    524    14.0
532  724.837    1    0    2.42857142857    10.0    3    524    14.0
533  725.205    1    0    2.42857142857    10.0    3    524    14.0
534  725.731    1    0    2.42857142857    10.0    3    524    14.0
535  726.029    5    0    2.42857142857    10.0    3    524    14.0
536  727.453    1    0    2.42857142857    10.0    3    524    14.0
537  727.512    5    0    2.42857142857    10.0    3    524    14.0
538  727.598    1    0    2.42857142857    10.0    3    524    14.0
539  727.985    5    49    2.42857142857    10.0    3    524    14.0
540  727.999    1    0    2.42857142857    10.0    3    524    14.0
541  728.575    5    0    2.42857142857    10.0    3    524    14.0
542  730.465    1    0    2.42857142857    10.0    3    525    14.0
543  731.115    1    0    2.42857142857    10.0    3    525    14.0
544  734.586    5    0    2.42857142857    10.0    3    525    14.0
545  734.676    1    1    2.42857142857    10.0    3    526    14.0
546  734.837    1    0    2.42857142857    10.0    3    526    14.0
547  735.205    1    0    2.42857142857    10.0    3    526    14.0
548  735.731    1    0    2.42857142857    10.0    3    526    14.0
549  736.029    5    0    2.42857142857    10.0    3    526    14.0
550  737.453    1    0    2.42857142857    10.0    3    526    14.0
551  737.512    5    0    2.42857142857    10.0    3    526    14.0
552  737.598    1    0    2.42857142857    10.0    3    526    14.0
553  737.985    5    50    2.42857142857    10.0    3    526    14.0
554  737.999    1    0    2.42857142857    10.0    3    526    14.0
555  738.575    5    2    2.42857142857    10.0    3    526    14.0
556  740.465    1    0    2.42857142857    10.0    3    526    14.0
557  741.115    1    0    2.42857142857    10.0    3    526    14.0
558  744.586    5    1    2.42857142857    10.0    3    526    14.0
559  744.676    1    0    2.42857142857    10.0    3    526    14.0
560  744.837    1    0    2.42857142857    10.0    3    526    14.0
561  745.205    1    0    2.42857142857    10.0    3    526    14.0
562  745.731    1    0    2.42857142857    10.0    3    526    14.0
563  746.029    5    1    2.42857142857    10.0    3    526    14.0
564  747.453    1    0    2.42857142857    10.0    3    526    14.0
565  747.512    5    0    2.42857142857    10.0    3    526    14.0
566  747.598    1    0    2.42857142857    10.0    3    526    14.0
567  747.985    5    49    2.42857142857    10.0    3    526    14.0
568  747.999    1    0    2.42857142857    10.0    3    526    14.0
569  748.575    5    4    2.42857142857    10.0    3    526    14.0
570  750.465    1    0    2.33333333333    11.0    3    561    15.0
571  751.115    1    0    2.46666666667    10.0    3    561    15.0
572  754.586    5    0    2.46666666667    10.0    3    561    15.0
573  754.676    1    0    2.46666666667    10.0    3    561    15.0
574  754.837    1    0    2.46666666667    10.0    3    561    15.0
575  755.205    1    0    2.46666666667    10.0    3    561    15.0
576  755.731    1    0    2.46666666667    10.0    3    561    15.0
577  756.029    5    1    2.46666666667    10.0    3    561    15.0
578  757.453    1    0    2.46666666667    10.0    3    562    15.0
579  757.512    5    0    2.46666666667    10.0    3    562    15.0
580  757.598    1    0    2.46666666667    10.0    3    562    15.0
581  757.985    5    0    2.46666666667    10.0    3    562    15.0
582  757.999    1    0    2.46666666667    10.0    3    562    15.0
583  758.575    5    6    2.46666666667    10.0    3    562    15.0
584  759.992    2    0    2.46666666667    10.0    3    563    15.0
585  760.465    2    0    2.46666666667    10.0    3    563    15.0
586  761.115    1    0    2.46666666667    10.0    3    563    15.0
587  764.586    5    0    2.46666666667    10.0    3    563    15.0
588  764.676    1    1    2.46666666667    10.0    3    563    15.0
589  764.837    1    0    2.46666666667    10.0    3    563    15.0
590  765.205    1    0    2.46666666667    10.0    3    563    15.0
591  765.731    1    0    2.46666666667    10.0    3    563    15.0
592  766.029    5    2    2.46666666667    10.0    3    563    15.0
593  767.453    1    0    2.46666666667    10.0    3    564    15.0
594  767.512    5    0    2.46666666667    10.0    3    564    15.0
595  767.598    1    0    2.46666666667    10.0    3    564    15.0
596  767.985    5    0    2.46666666667    10.0    3    564    15.0
597  767.999    1    0    2.46666666667    10.0    3    564    15.0
598  768.575    5    7    2.46666666667    10.0    3    564    15.0
599  769.992    2    0    2.46666666667    10.0    3    565    15.0
600  770.465    2    0    2.46666666667    10.0    3    565    15.0
601  771.115    1    0    2.46666666667    10.0    3    565    15.0
602  774.586    5    0    2.46666666667    10.0    3    565    15.0
603  774.676    1    6    2.46666666667    10.0    3    565    15.0
604  774.837    1    0    2.46666666667    10.0    3    565    15.0
605  775.205    1    0    2.46666666667    10.0    3    565    15.0
606  775.731    1    0    2.46666666667    10.0    3    565    15.0
607  776.029    5    2    2.46666666667    10.0    3    565    15.0
608  777.453    1    0    2.46666666667    10.0    3    565    15.0
609  777.512    5    0    2.46666666667    10.0    3    565    15.0
610  777.598    1    0    2.46666666667    10.0    3    565    15.0
611  777.985    5    1    2.46666666667    10.0    3    565    15.0
612  777.999    1    0    2.46666666667    10.0    3    565    15.0
613  778.575    5    7    2.46666666667    10.0    3    565    15.0
614  779.992    2    0    2.46666666667    10.0    3    565    15.0
615  780.465    2    0    2.46666666667    10.0    3    565    15.0
616  781.115    1    0    2.46666666667    10.0    3    565    15.0
617  784.586    5    0    2.46666666667    10.0    3    565    15.0
618  784.676    1    6    2.46666666667    10.0    3    565    15.0
619  784.837    1    0    2.46666666667    10.0    3    565    15.0
620  785.205    1    0    2.46666666667    10.0    3    565    15.0
621  785.731    1    0    2.46666666667    10.0    3    565    15.0
622  786.029    5    2    2.46666666667    10.0    3    565    15.0
623  787.453    1    0    2.46666666667    10.0    3    565    15.0
624  787.512    5    1    2.46666666667    10.0    3    565    15.0
625  787.598    1    0    2.46666666667    10.0    3    565    15.0
626  787.985    5    1    2.46666666667    10.0    3    565    15.0
627  787.999    1    0    2.46666666667    10.0    3    566    15.0
628  788.575    5    7    2.46666666667    10.0    3    566    15.0
629  789.992    2    0    2.46666666667    10.0    3    566    15.0
630  790.465    2    1    2.46666666667    10.0    3    566    15.0
631  791.115    1    0    2.46666666667    10.0    3    566    15.0
632  794.586    5    0    2.46666666667    10.0    3    566    15.0
633  794.676    1    0    2.46666666667    10.0    3    566    15.0
634  794.837    1    0    2.46666666667    10.0    3    566    15.0
635  795.205    1    0    2.46666666667    10.0    3    566    15.0
636  795.731    1    0    2.46666666667    10.0    3    566    15.0
637  796.029    5    2    2.46666666667    10.0    3    566    15.0
638  797.453    1    0    2.46666666667    10.0    3    566    15.0
639  797.512    5    0    2.46666666667    10.0    3    566    15.0
640  797.598    1    0    2.46666666667    10.0    3    566    15.0
641  797.985    5    0    2.46666666667    10.0    3    566    15.0
642  797.999    1    0    2.46666666667    10.0    3    566    15.0
643  798.575    5    7    2.46666666667    10.0    3    566    15.0
644  799.992    2    0    2.46666666667    10.0    3    566    15.0
645  800.465    2    0    2.46666666667    10.0    3    566    15.0
646  801.115    1    0    2.46666666667    10.0    3    566    15.0
647  804.586    5    0    2.46666666667    10.0    3    566    15.0
648  804.676    1    0    2.46666666667    10.0    3    566    15.0
649  804.837    1    0    2.46666666667    10.0    3    566    15.0
650  805.205    1    0    2.46666666667    10.0    3    566    15.0
651  805.731    1    0    2.46666666667    10.0    3    566    15.0
652  806.029    5    2    2.46666666667    10.0    3    566    15.0
653  807.453    1    0    2.46666666667    10.0    3    566    15.0
654  807.512    5    0    2.46666666667    10.0    3    566    15.0
655  807.598    1    0    2.46666666667    10.0    3    566    15.0
656  807.985    5    0    2.46666666667    10.0    3    566    15.0
657  807.999    1    0    2.46666666667    10.0    3    566    15.0
658  808.575    5    7    2.46666666667    10.0    3    566    15.0
659  809.992    2    0    2.46666666667    10.0    3    566    15.0
660  810.465    2    0    2.46666666667    10.0    3    566    15.0
661  811.115    1    0    2.46666666667    10.0    3    566    15.0
662  814.586    5    0    2.5    10.0    3    613    16.0
663  814.676    1    0    2.5    10.0    3    613    16.0
664  814.837    1    0    2.5    10.0    3    613    16.0
665  815.205    1    0    2.5    10.0    3    613    16.0
666  815.731    1    0    2.5    10.0    3    613    16.0
667  816.029    5    2    2.5    10.0    3    613    16.0
668  817.453    1    0    3.0    9.0    3    613    16.0
669  817.512    5    0    3.0    9.0    3    613    16.0
670  817.598    4    0    3.0    9.0    3    613    16.0
671  817.985    5    0    3.0    9.0    3    613    16.0
672  817.999    1    0    3.0    9.0    3    613    16.0
673  818.575    5    7    3.5    8.0    3    613    16.0
674  819.992    5    1    3.5    8.0    3    613    16.0
675  820.465    5    0    3.5    8.0    3    613    16.0
676  821.115    1    0    3.5    8.0    3    613    16.0
677  822.541    5    0    3.5    8.0    3    613    16.0
678  824.586    5    0    3.5    8.0    3    613    16.0
679  824.676    1    0    3.5    8.0    3    613    16.0
680  824.837    5    0    3.5    8.0    3    613    16.0
681  825.205    1    0    3.5    8.0    3    613    16.0
682  825.731    1    0    3.35294117647    9.0    3    658    17.0
683  826.029    5    1    3.35294117647    9.0    3    658    17.0
684  827.453    1    0    3.94117647059    8.0    3    658    17.0
685  827.512    6    0    3.94117647059    8.0    3    658    17.0
686  827.598    5    0    3.94117647059    8.0    3    658    17.0
687  827.985    6    0    3.94117647059    8.0    3    658    17.0
688  827.999    1    0    3.94117647059    8.0    3    658    17.0
689  828.575    6    0    3.94117647059    8.0    3    658    17.0
690  829.992    5    1    3.94117647059    8.0    3    658    17.0
691  830.465    5    0    3.94117647059    8.0    3    659    17.0
692  831.115    1    0    3.94117647059    8.0    3    659    17.0
693  832.541    5    0    3.94117647059    8.0    3    659    17.0
694  834.586    6    0    3.94117647059    8.0    3    659    17.0
695  834.676    1    0    3.94117647059    8.0    3    659    17.0
